Record_number,type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,vntype,haslength
11,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:01a45518-5b2c-4257-9501-76117c3dd3a5. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-006999,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-73.1,41.356"" }",urn:uuid:01a45518-5b2c-4257-9501-76117c3dd3a5,YPM HERA 006999,,,1,,Gosner 25-27: tadpole w/no legs,,,,,10% form.->70% alc.; 10% form.,,,||,,,,number 6999; lot count 1,,,,,,Rana catesbeiana|Lithobates catesbeianus|Rana catesbeiana,,,,CAMP 100047,07/13/2002,,194,194,2002,7,13,07/13/2002,,,,,,,,North America; USA; Connecticut; New Haven County; Ansonia,North America,,,,USA,,Connecticut,New Haven County,Ansonia,"""Great Hill""; wetland #1 Site is part of the Connecticut Amphibian Monitoring Project (CAMP)""",,,,,,,,,,,,41.356,-73.1,WGS84,1821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,0,0,specimen,0
12,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:035276c5-ab4d-47c4-a629-e5a1e94b1de1. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-014732,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-72.79675835,41.27900056"" }",urn:uuid:035276c5-ab4d-47c4-a629-e5a1e94b1de1,YPM HERA 014732,,,31,,Gosner 25-27: tadpole w/no legs,,,managed,,70% alc.,,,,,,,number 14732; lot count 31; captive,,,,,,Rana catesbeiana,,,,,06/14/2008,,166,166,2008,6,14,06/14/2008,,,,,,,,North America; USA; Connecticut; New Haven County; Branford,North America,,,,USA,,Connecticut,New Haven County,Branford,Ken Rose 2 in Ken Rose (Rogalski Site),,,,,,,,,,,,41.27900056,-72.79675835,WGS84,6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,1,0,specimen,0
13,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:03fd4ca9-0e6f-4f22-bb39-332ba599500c. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-014594,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-72.69292233,41.32137348"" }",urn:uuid:03fd4ca9-0e6f-4f22-bb39-332ba599500c,YPM HERA 014594,,,26,,Gosner 25-27: tadpole w/no legs,,,managed,,70% alc.,,,,,,,number 14594; lot count 26; captive,,,,,,Rana catesbeiana,,,,,07/24/2008,,206,206,2008,7,24,07/24/2008,,,,,,,,North America; USA; Connecticut; New Haven County; Guilford,North America,,,,USA,,Connecticut,New Haven County,Guilford,Elizabeth 1 in Fred (Rogalski site),,,,,,,,,,,,41.32137348,-72.69292233,WGS84,13010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,1,0,specimen,0
14,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:06f81102-c599-48cc-b7b9-2695f2c297a4. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-014695,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-72.62290458,41.33129437"" }",urn:uuid:06f81102-c599-48cc-b7b9-2695f2c297a4,YPM HERA 014695,,,25,,Gosner 25-27: tadpole w/no legs,,,managed,,70% alc.,,,,,,,number 14695; lot count 25; captive,,,,,,Rana catesbeiana,,,,,08/04/2008,,217,217,2008,8,4,08/04/2008,,,,,,,,North America; USA; Connecticut; New Haven County; Madison,North America,,,,USA,,Connecticut,New Haven County,Madison,Rodeo 1 in Birdhouse (Rogalski Site),,,,,,,,,,,,41.33129437,-72.62290458,WGS84,12312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,1,0,specimen,0
15,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:093b360a-74ba-4175-948d-adc42ad0e18c. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-014734,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-72.53127264,41.29542977"" }",urn:uuid:093b360a-74ba-4175-948d-adc42ad0e18c,YPM HERA 014734,,,30,,Gosner 25-27: tadpole w/no legs,,,managed,,70% alc.,,,,,,,number 14734; lot count 30; captive,,,,,,Rana catesbeiana,,,,,06/14/2008,,166,166,2008,6,14,06/14/2008,,,,,,,,North America; USA; Connecticut; Middlesex County; Clinton,North America,,,,USA,,Connecticut,Middlesex County,Clinton,Ken Rose 1 in Walter (Rogalski Site),,,,,,,,,,,,41.29542977,-72.53127264,WGS84,5359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,1,0,specimen,0
16,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:0f3b3ea3-6a3a-4578-a402-3962f008de91. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-014714,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-72.69292233,41.32137348"" }",urn:uuid:0f3b3ea3-6a3a-4578-a402-3962f008de91,YPM HERA 014714,,,30,,Gosner 25-27: tadpole w/no legs,,,managed,,70% alc.,,,,,,,number 14714; lot count 30; captive,,,,,,Rana catesbeiana,,,,,07/21/2008,,203,203,2008,7,21,07/21/2008,,,,,,,,North America; USA; Connecticut; New Haven County; Guilford,North America,,,,USA,,Connecticut,New Haven County,Guilford,Elizabeth 1 in Fred (Rogalski site),,,,,,,,,,,,41.32137348,-72.69292233,WGS84,13010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,1,0,specimen,0
17,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:1817712f-7b6d-4edf-8b75-fb53a7fade60. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-014716,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-72.69292233,41.32137348"" }",urn:uuid:1817712f-7b6d-4edf-8b75-fb53a7fade60,YPM HERA 014716,,,30,,Gosner 25-27: tadpole w/no legs,,,managed,,70% alc.,,,,,,,number 14716; lot count 30; captive,,,,,,Rana catesbeiana,,,,,06/26/2008,,178,178,2008,6,26,06/26/2008,,,,,,,,North America; USA; Connecticut; New Haven County; Guilford,North America,,,,USA,,Connecticut,New Haven County,Guilford,Elizabeth 5 in Fred (Rogalski site),,,,,,,,,,,,41.32137348,-72.69292233,WGS84,13010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,1,0,specimen,0
18,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:19513cdc-1aa4-465f-b242-2b6a5c1bee30. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-014692,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-72.53127264,41.29542977"" }",urn:uuid:19513cdc-1aa4-465f-b242-2b6a5c1bee30,YPM HERA 014692,,,9,,Gosner 25-27: tadpole w/no legs,,,managed,,70% alc.,,,,,,,number 14692; lot count 9; captive,,,,,,Rana catesbeiana,,,,,07/30/2008,,212,212,2008,7,30,07/30/2008,,,,,,,,North America; USA; Connecticut; Middlesex County; Clinton,North America,,,,USA,,Connecticut,Middlesex County,Clinton,Clinton 4 in Clinton (Rogalski Site),,,,,,,,,,,,41.29542977,-72.53127264,WGS84,5359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,1,0,specimen,0
19,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:1d27272a-679b-4418-8001-d2e19ec484b3. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-007046,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-69.918979,45.307984"" }",urn:uuid:1d27272a-679b-4418-8001-d2e19ec484b3,YPM HERA 007046,,,1,,adult,,,,,10% form.->70% alc.,,,||,,,,number 7046; lot count 1,,,,,,Rana catesbeiana|Lithobates catesbeianus|Rana catesbeiana,,,,,08/10/2002,,222,222,2002,8,10,08/10/2002,,,,,,,,North America; USA; Maine; Somerset County; The Forks Plantation,North America,,,,USA,,Maine,Somerset County,The Forks Plantation,Bog South of Camp Knollcrest,,,,,,,,,,,,45.307984,-69.918979,WGS84,6439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,adult,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,0,0,specimen,0
20,PhysicalObject,2016-04-28T09:31:47.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:1e2b25e7-340a-4ccd-a99b-2259010343b5. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-013126,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-73.2925,41.2018"" }",urn:uuid:1e2b25e7-340a-4ccd-a99b-2259010343b5,YPM HERA 013126,,,2,,Gosner 43: early anuran metamorph,,,,,10% form.->70% alc.,,,||,,,,number 13126; lot count 2,,,,,,Rana catesbeiana|Lithobates catesbeianus|Rana catesbeiana,,,,,07/15/2010,,196,196,2010,7,15,07/15/2010,,,,,,,,North America; USA; Connecticut; Fairfield County; Fairfield,North America,,,,USA,,Connecticut,Fairfield County,Fairfield,Connecticut Audubon Center at Burr Street,,,,,,,,,,,,41.2018,-73.2925,WGS84,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 43: early anuran metamorph,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,0,0,specimen,0
21,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:1fa4bff3-1be5-4ab6-a2ab-72acfc1dc4de. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-014613,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-72.79675835,41.27900056"" }",urn:uuid:1fa4bff3-1be5-4ab6-a2ab-72acfc1dc4de,YPM HERA 014613,,,28,,Gosner 25-27: tadpole w/no legs,,,managed,,70% alc.,,,,,,,number 14613; lot count 28; captive,,,,,,Rana catesbeiana,,,,,07/02/2008,,184,184,2008,7,2,07/02/2008,,,,,,,,North America; USA; Connecticut; New Haven County; Branford,North America,,,,USA,,Connecticut,New Haven County,Branford,BLT 4 in BLT (Rogalski Site),,,,,,,,,,,,41.27900056,-72.79675835,WGS84,6301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,1,0,specimen,0
22,PhysicalObject,2016-02-28T17:58:48.000Z,http://creativecommons.org/publicdomain/zero/1.0/,Yale Peabody Museum of Natural History,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Record ID: urn:uuid:22399176-81db-44f7-9aba-34917917cb7e. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",http://collections.peabody.yale.edu/search/Record/YPM-HERA-014668,,,,YPM,VZ,,PreservedSpecimen,,,"{ ""solr_long_lat"": ""-72.46451258,41.30276855"" }",urn:uuid:22399176-81db-44f7-9aba-34917917cb7e,YPM HERA 014668,,,21,,Gosner 25-27: tadpole w/no legs,,,managed,,70% alc.,,,,,,,number 14668; lot count 21; captive,,,,,,Rana catesbeiana,,,,,08/18/2008,,231,231,2008,8,18,08/18/2008,,,,,,,,North America; USA; Connecticut; Middlesex County; Westbrook,North America,,,,USA,,Connecticut,Middlesex County,Westbrook,Babbling Brook 3  in Babbling Brook (Rogalski Site),,,,,,,,,,,,41.30276855,-72.46451258,WGS84,6343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rana catesbeiana,,,,,Animalia; Chordata; Vertebrata; Amphibia; Anura; Ranidae,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,catesbeiana,,Species,,"Shaw, 1802",American Bullfrog; Ranid Frogs; Frogs; Amphibians; vertebrates; chordates; animals,ICZN,,,,,,,,Gosner 25-27: tadpole w/no legs,,,"Yale Peabody Museum. Vertebrate Zoology Division - Herpetology, Yale Peabody Museum. Source: http://ipt.peabody.yale.edu/ipt/resource.do?r=ipt_vz_her (source published on 2015-10-09)",861d3d64-f762-11e1-a439-00145eb45e9a,2e167bb0-4441-11db-9ba2-b8a03c50a862,lawrence.gall@yale.edu,Larry Gall,10/09/2015,08/11/2016,no migrator,0,0,1,0,specimen,0
